INDEX,YEAR,MN,DT,HR,SLP,MSLP,DBT,WBT,DPT,RH,DD,FFF,RF,EVP
43057,2011,8,4,48,1001.2,1002.4,25.4,24.6,24.2,093,25,010,5.0,   
43057,2011,8,6,48,1001.5,1002.7,28.4,27.0,26.4,089,25,006,1.7,   
43057,2011,8,7,48,1000.6,1001.8,29.4,27.0,26.0,082,25,006,0.0,   
43057,2011,8,8,48,1000.4,1001.6,29.4,26.8,25.7,081,25,008,0.0,   
43057,2011,8,9,48,1000.9,1002.1,28.4,27.4,27.0,092,25,006,0.7,   
43057,2011,8,10,48,1002.3,1003.5,29.4,26.6,25.4,079,25,008,0.0,   
43057,2011,8,11,48,1001.6,1002.8,28.4,27.0,26.4,089,25,014,1.5,   
43057,2011,8,12,48,1000.0,1001.2,27.4,26.8,26.6,096,25,014,5.7,   
43057,2011,8,13,48,1000.3,1001.5,28.4,26.4,25.6,085,25,012,0.2,   
43057,2011,8,14,48,1002.6,1003.8,28.4,26.0,25.0,082,25,008,1.4,   
43057,2011,8,15,48,1003.6,1004.8,29.0,26.6,25.6,082,25,004,0.3,   
43057,2011,8,16,48,1003.3,1004.5,29.4,26.0,20.0,082,25,010,0.0,   
43057,2011,8,17,48,1002.5,1003.7,28.4,25.0,23.5,075,29,004,0.2,   
43057,2011,8,18,48,1002.1,1003.3,25.6,24.6,24.1,092,27,006,18.0,   
43057,2011,8,19,48,1002.1,1003.3,29.0,26.4,25.3,081,00,000,0.5,   
43057,2011,8,20,48,1002.2,1003.4,29.0,26.4,25.3,081,00,000,0.0,   
43057,2011,8,21,48,1002.2,1003.4,28.0,26.6,26.0,089,27,006,0.3,   
43057,2011,8,22,48,1002.8,1004.0,27.2,25.8,25.2,089,29,010,10.2,   
43057,2011,8,23,48,1004.0,1005.2,24.8,24.4,24.1,095,29,004,15.8,   
43057,2011,8,24,48,1003.8,1005.0,29.0,27.2,26.5,086,29,004,0.6,   
43057,2011,8,25,48,1003.8,1005.0,26.6,26.0,25.7,095,29,002,24.6,   
43057,2011,8,26,48,1004.5,1005.7,27.4,26.4,26.0,092,29,008,5.1,   
43057,2011,8,28,48,1001.0,1002.2,25.0,24.4,24.1,095,29,012,135.6,   
43057,2011,8,29,48,998.7,999.9,25.4,24.8,24.5,095,29,010,84.3,   
43057,2011,8,30,48,999.3,1000.5,28.8,27.4,26.9,089,23,008,0.6,   
43057,2011,8,31,48,998.1,999.3,29.4,27.2,26.3,083,36,002,0.8,   
43057,2011,9,2,12,1000.0,1001.2,26.0,25.4,25.1,095,00,000,30.1,   
43057,2011,9,3,12,998.0,999.2,26.2,25.6,25.3,095,29,014,11.4,   
43057,2011,9,4,12,1000.6,1001.8,26.0,25.4,25.1,095,27,006,8.0,   
43057,2011,9,5,12,1002.4,1003.6,26.0,25.2,24.9,093,27,010,9.2,   
43057,2011,9,6,12,1003.0,1004.2,26.6,26.0,25.7,095,27,008,1.5,   
43057,2011,9,7,12,1003.8,1005.0,26.8,25.6,25.1,090,27,008,7.2,   
43057,2011,9,8,12,1003.9,1005.1,27.4,26.0,25.4,089,00,000,1.6,   
43057,2011,9,9,12,1004.9,1006.1,27.6,26.4,25.9,090,25,006,0.5,   
43057,2011,9,10,12,1006.0,1007.2,27.6,26.6,26.2,092,25,006,0.2,   
43057,2011,9,11,12,1004.5,1005.7,27.0,26.0,25.6,092,00,000,1.4,   
43057,2011,9,12,12,1003.5,1004.7,26.0,25.4,25.1,095,25,006,28.7,   
43057,2011,9,13,12,1003.5,1004.7,26.4,25.6,25.3,093,99,002,5.9,   
43057,2011,9,14,12,1003.8,1005.0,25.8,25.0,24.6,093,16,004,25.8,   
43057,2011,9,15,12,1004.4,1005.6,25.8,25.4,25.2,097,00,000,13.2,   
43057,2011,9,16,12,1005.3,1006.5,26.0,25.2,24.9,093,14,002,5.2,   
43057,2011,9,17,12,1006.1,1007.3,27.6,26.4,25.9,090,00,000,0.2,   
43057,2011,9,18,12,1007.0,1008.2,26.6,25.6,24.9,090,00,000,0.0,   
43057,2011,9,19,12,1009.1,1010.3,27.2,26.2,25.8,092,29,002,1.0,   
43057,2011,9,20,12,1009.6,1010.8,26.6,26.0,25.7,095,25,006,3.0,   
43057,2011,9,21,12,1008.9,1010.1,26.0,25.2,24.9,093,32,002,5.7,   
43057,2011,9,22,12,1008.7,1009.5,25.6,24.6,24.1,092,14,004,0.2,   
43057,2011,9,23,12,1007.9,1009.1,24.0,23.6,23.4,096,00,000,19.9,   
43057,2011,9,24,12,1008.6,1009.8,27.0,26.6,26.4,097,00,000,0.0,   
43057,2011,9,25,12,1008.4,1009.6,27.2,25.6,24.9,087,14,004,0.0,   
43057,2011,9,26,12,1010.0,1011.2,26.6,25.6,25.2,092,14,006,0.0,   
43057,2011,9,27,12,1009.6,1010.8,26.8,25.0,24.2,086,14,008,0.0,   
43057,2011,9,28,12,1009.4,1010.6,27.0,25.2,24.4,086,25,006,0.0,   
43057,2011,9,29,12,1008.5,1009.7,27.4,26.2,25.7,090,11,004,0.0,   
43057,2011,9,30,12,1010.0,1011.2,28.4,25.8,24.7,080,34,004,0.0,   
43057,2011,9,1,48,997.1,998.3,27.0,26.4,26.2,095,00,000,20.9,   
43057,2011,9,2,48,997.4,998.6,27.2,26.4,26.1,094,25,006,11.6,   
43057,2011,9,3,48,996.8,998.0,26.2,25.6,25.3,095,27,010,42.0,   
43057,2011,9,4,48,1000.4,1001.6,27.0,26.0,25.6,092,27,010,9.6,   
43057,2011,9,5,48,1001.7,1002.9,28.2,26.4,25.7,086,29,004,1.5,   
43057,2011,9,6,48,1001.6,1002.8,26.0,24.2,23.4,093,27,010,3.0,   
43057,2011,9,8,48,1002.7,1003.9,29.0,26.6,25.6,082,27,006,0.2,   
43057,2011,9,9,48,1004.2,1005.4,28.0,25.8,24.9,083,25,008,0.0,   
43057,2011,9,10,48,1004.3,1005.5,29.0,27.0,26.2,085,00,000,0.0,   
43057,2011,9,11,48,1004.5,1005.7,27.0,26.0,25.6,092,00,000,1.4,   
43057,2011,9,12,48,1002.0,1003.2,27.4,25.6,24.8,086,00,000,1.0,   
43057,2011,9,13,48,1002.2,1003.4,28.4,26.6,25.9,086,27,006,0.6,   
43057,2011,9,14,48,1001.3,1002.5,27.4,26.2,25.7,090,27,004,2.0,   
43057,2011,9,15,48,1002.3,1003.5,25.8,25.2,24.9,075,34,002,25.7,   
43057,2011,9,16,48,1003.7,1004.5,28.2,26.0,25.1,083,27,010,0.0,   
43057,2011,9,17,48,1003.7,1004.9,27.0,25.8,25.3,090,27,006,2.2,   
43057,2011,9,18,48,1005.7,1006.9,28.8,25.8,24.5,078,29,006,0.0,   
43057,2011,9,19,48,1007.0,1008.2,29.0,25.4,23.8,074,29,010,0.0,   
43057,2011,9,20,48,1007.6,1008.8,28.4,25.0,23.5,075,27,004,0.0,   
43057,2011,9,21,48,1006.8,1008.0,24.4,24.0,23.8,096,00,000,21.6,   
43057,2011,9,22,48,1005.8,1007.0,28.8,25.6,24.2,076,29,004,0.0,   
43057,2011,9,23,48,1005.7,1006.9,28.6,25.2,23.7,075,25,006,0.0,   
43057,2011,9,24,48,1006.1,1007.3,29.0,24.8,22.9,070,29,004,0.0,   
43057,2011,9,25,48,1007.8,1009.0,28.4,24.8,23.1,073,27,006,0.0,   
43057,2011,9,26,48,1008.0,1009.2,28.4,24.2,22.2,069,29,004,0.0,   
43057,2011,9,27,48,1007.0,1008.2,29.4,25.0,23.0,068,29,008,0.0,   
43057,2011,9,28,48,1006.6,1007.8,29.0,24.2,21.9,066,29,004,0.0,   
43057,2011,9,29,48,1006.6,1007.8,29.4,25.2,23.3,070,29,006,0.0,   
43057,2011,9,30,48,1006.8,1008.0,29.4,26.0,24.5,075,29,010,0.0,   
43057,2011,10,1,12,1009.6,1010.8,27.8,26.4,25.8,089,00,000,0.6,   
43057,2011,10,2,12,1009.0,1010.2,27.4,26.6,26.3,094,29,006,0.6,   
43057,2011,10,3,12,1009.0,1010.2,28.2,27.2,26.8,092,14,006,0.0,   
43057,2011,10,4,12,1009.1,1010.3,27.0,25.8,25.3,090,14,004,1.5,   
43057,2011,10,5,12,1010.7,1011.9,27.8,25.4,24.3,082,00,000,0.0,   
43057,2011,10,6,12,1012.3,1013.5,27.2,26.2,25.8,092,11,002,1.6,   
43057,2011,10,7,12,1010.8,1012.0,28.4,26.2,25.3,083,02,002,0.0,   
43057,2011,10,8,12,1010.5,1011.7,27.0,24.2,22.9,078,00,000,0.0,   
43057,2011,10,9,12,1010.0,1011.2,28.2,27.6,27.4,095,00,000,0.0,   
43057,2011,10,10,12,1010.0,1011.2,28.0,27.4,27.2,095,00,000,0.0,   
43057,2011,10,11,12,1010.0,1011.2,28.0,27.0,26.6,092,14,006,0.0,   
43057,2011,10,12,12,1010.8,1012.0,26.4,25.8,25.5,095,00,000,1.0,   
43057,2011,10,13,12,1008.5,1009.7,25.8,25.2,24.9,095,07,004,38.7,   
43057,2011,10,14,12,1008.5,1009.7,27.0,26.2,25.9,093,00,000,0.4,   
43057,2011,10,15,12,1008.9,1009.3,26.4,25.8,25.5,095,00,000,21.0,   
43057,2011,10,16,12,1007.5,1008.7,27.0,26.2,25.9,093,07,004,0.0,   
43057,2011,10,17,12,1008.2,1009.4,27.4,25.8,25.1,087,00,000,0.0,   
43057,2011,10,18,12,1008.5,1009.7,27.4,25.0,23.9,081,07,002,0.0,   
43057,2011,10,19,12,1008.0,1009.2,27.4,25.8,25.1,087,11,002,0.0,   
43057,2011,10,20,12,1007.8,1009.0,27.4,26.0,25.4,089,00,000,0.0,   
43057,2011,10,21,12,1009.4,1010.6,26.8,26.2,26.0,095,07,002,0.0,   
43057,2011,10,22,12,1009.0,1010.2,26.4,23.6,22.2,078,00,000,0.0,   
43057,2011,10,23,12,1009.5,1010.7,26.6,22.0,19.5,065,07,004,0.0,   
43057,2011,10,24,12,1010.5,1011.7,26.4,23.0,21.3,074,00,000,0.0,   
43057,2011,10,25,12,1009.6,1010.8,25.4,23.2,22.1,082,11,004,0.0,   
43057,2011,10,27,12,1009.2,1010.4,27.2,23.4,21.5,071,07,002,0.0,   
43057,2011,10,28,12,1009.5,1010.7,27.4,25.4,24.5,084,00,000,0.0,   
43057,2011,10,29,12,1008.8,1010.0,28.4,25.8,24.7,080,00,000,0.0,   
43057,2011,10,30,12,1008.6,1009.8,27.4,24.8,23.6,080,00,000,0.0,   
43057,2011,10,31,12,1008.2,1009.4,27.2,25.4,24.6,086,00,000,0.0,   
43057,2011,10,1,48,1006.0,1007.2,29.4,26.0,24.5,075,29,004,0.6,   
43057,2011,10,2,48,1006.8,1008.0,30.2,26.8,25.4,076,29,004,0.0,   
43057,2011,10,3,48,1007.0,1008.2,28.8,25.6,24.2,076,29,008,0.0,   
43057,2011,10,4,48,1007.0,1008.2,29.0,25.2,23.5,072,29,006,0.0,   
43057,2011,10,5,48,1007.8,1009.0,29.4,26.6,25.4,079,29,006,0.0,   
43057,2011,10,6,48,1008.6,1009.8,29.8,26.4,25.0,075,32,006,0.0,   
43057,2011,10,7,48,1007.0,1008.2,29.6,27.2,26.2,082,32,006,0.0,   
43057,2011,10,8,48,1007.0,1008.2,29.6,27.6,26.8,085,32,006,0.0,   
43057,2011,10,9,48,1007.0,1008.2,29.4,27.2,26.3,083,32,018,0.0,   
43057,2011,10,10,48,1007.0,1008.2,30.0,28.0,27.2,085,29,006,0.0,   
43057,2011,10,11,48,1007.5,1008.7,30.0,29.0,28.6,092,29,002,0.0,   
43057,2011,10,12,48,1007.0,1008.2,27.4,25.0,23.9,081,14,012,0.1,   
43057,2011,10,13,48,1007.1,1008.6,26.8,24.8,23.9,084,02,010,0.7,   
43057,2011,10,14,48,1005.4,1006.6,29.4,28.1,27.5,089,00,000,0.0,   
43057,2011,10,15,48,1006.2,1007.4,27.4,24.6,23.3,078,14,004,0.0,   
43057,2011,10,16,48,1005.5,1006.7,29.4,25.0,23.0,068,32,004,0.0,   
43057,2011,10,17,48,1005.7,1006.9,30.0,25.2,23.0,066,29,004,0.0,   
43057,2011,10,18,48,1006.6,1007.8,29.4,26.4,25.1,078,00,000,0.0,   
43057,2011,10,19,48,1004.7,1005.9,30.0,28.4,27.8,088,32,010,0.0,   
43057,2011,10,20,48,1005.5,1006.7,30.4,25.2,22.0,064,34,004,0.0,   
43057,2011,10,21,48,1005.5,1006.7,30.0,24.6,22.0,063,29,006,0.0,   
43057,2011,10,22,48,1006.0,1007.2,31.4,26.4,24.3,066,32,004,0.0,   
43057,2011,10,23,48,1007.1,1008.3,31.8,24.0,20.0,050,00,000,0.0,   
43057,2011,10,24,48,1006.7,1007.9,32.0,22.0,16.1,038,00,000,0.0,   
43057,2011,10,25,48,1005.6,1006.8,31.4,19.4,10.6,028,05,006,0.0,   
43057,2011,10,26,48,1006.3,1007.5,31.6,22.6,17.6,043,00,000,0.0,   
43057,2011,10,27,48,1007.1,1008.3,30.0,24.4,21.4,060,34,002,0.0,   
43057,2011,10,28,48,1006.0,1007.2,31.4,26.8,24.9,068,00,000,0.0,   
43057,2011,10,29,48,1006.3,1007.5,30.0,27.2,26.1,080,25,004,0.0,   
43057,2011,10,30,48,1005.4,1006.6,30.0,26.2,24.6,073,00,000,0.0,   
43057,2011,10,31,48,1006.0,1007.2,29.4,24.4,22.0,065,29,004,0.0,   
43057,2011,11,1,12,1008.0,1009.2,26.6,25.4,24.9,090,07,006,0.0,   
43057,2011,11,2,12,1008.5,1009.7,27.0,25.6,25.0,089,05,004,0.0,   
43057,2011,11,3,12,1008.5,1009.7,26.4,25.4,25.0,092,07,004,0.0,   
43057,2011,11,4,12,1009.9,1011.1,27.4,24.5,23.3,078,07,002,0.0,   
43057,2011,11,5,12,1010.5,1011.7,26.4,24.8,21.1,087,05,004,0.0,   
43057,2011,11,6,12,1009.7,1010.9,27.0,26.2,25.9,093,11,002,0.0,   
43057,2011,11,7,12,1011.3,1012.5,26.8,25.6,25.1,090,00,000,0.0,   
43057,2011,11,8,12,1011.5,1012.7,26.6,25.8,25.5,093,07,002,0.0,   
43057,2011,11,9,12,1011.2,1012.1,26.4,25.4,25.0,092,07,006,0.0,   
43057,2011,11,10,12,1010.0,1011.2,25.4,23.0,21.8,081,07,004,0.0,   
43057,2011,11,11,12,1008.0,1009.2,29.2,23.6,20.8,061,32,006,0.0,   
43057,2011,11,12,12,1011.2,1012.5,26.4,24.4,23.5,084,00,000,0.0,   
43057,2011,11,13,12,1011.2,1012.4,25.4,23.2,22.1,082,05,006,0.0,   
43057,2011,11,14,12,1010.8,1012.0,26.4,25.2,24.7,090,00,000,0.0,   
43057,2011,11,15,12,1012.1,1013.2,26.6,25.2,24.6,089,09,002,0.0,   
43057,2011,11,16,12,1012.5,1013.7,26.0,23.4,22.1,079,05,002,0.0,   
43057,2011,11,17,12,1012.5,1013.7,25.4,21.9,19.9,071,05,006,0.0,   
43057,2011,11,18,12,1012.4,1013.6,24.6,22.2,21.0,080,07,006,0.0,   
43057,2011,11,19,12,1012.3,1013.5,25.0,23.2,22.3,085,00,000,0.0,   
43057,2011,11,20,12,1013.0,1014.2,25.4,23.6,22.7,085,07,006,0.0,   
43057,2011,11,21,12,1012.6,1013.8,25.0,22.4,21.1,079,07,006,0.0,   
43057,2011,11,22,12,1012.3,1013.5,24.4,20.4,18.1,068,11,004,0.0,   
43057,2011,11,23,12,1011.9,1013.1,24.4,19.6,16.6,062,07,004,0.0,   
43057,2011,11,26,12,1009.8,1011.0,25.2,20.6,17.9,064,07,004,0.0,   
43057,2011,11,27,12,1009.0,1010.2,27.0,24.2,22.9,078,07,004,0.0,   
43057,2011,11,28,12,1007.0,1008.2,28.4,24.4,22.5,071,07,004,0.0,   
43057,2011,11,29,12,1008.0,1009.2,27.0,25.8,25.3,090,11,006,0.0,   
43057,2011,11,30,12,1010.0,1011.2,26.8,26.2,26.0,095,00,000,0.0,   
43057,2011,11,1,48,1006.2,1007.4,30.0,26.8,25.5,077,27,004,0.0,   
43057,2011,11,2,48,1005.4,1006.6,29.6,24.6,22.2,065,29,004,0.0,   
43057,2011,11,3,48,1006.0,1007.2,30.4,24.2,21.2,058,32,002,0.0,   
43057,2011,11,4,48,1007.0,1008.2,30.0,24.0,21.0,059,00,000,0.0,   
43057,2011,11,5,48,1007.5,1008.7,30.0,26.0,24.3,071,29,004,0.0,   
43057,2011,11,6,48,1007.0,1008.2,30.0,25.0,22.7,065,00,000,0.0,   
43057,2011,11,7,48,1008.0,1009.2,30.4,27.0,25.6,076,29,004,0.0,   
43057,2011,11,8,48,1008.1,1009.3,29.4,25.4,23.6,071,29,006,0.0,   
43057,2011,11,9,48,1007.0,1008.2,30.4,25.8,23.8,068,29,004,0.0,   
43057,2011,11,10,48,1008.0,1009.2,29.8,24.4,21.8,062,32,004,0.0,   
43057,2011,11,11,48,1008.0,1009.2,29.2,23.6,20.8,061,32,006,0.0,   
43057,2011,11,12,48,1008.1,1009.3,29.4,25.8,24.2,074,32,006,0.0,   
43057,2011,11,13,48,1007.9,1009.1,30.0,26.4,24.9,074,32,006,0.0,   
43057,2011,11,14,48,1008.9,1010.1,30.6,24.6,21.7,059,34,002,0.0,   
43057,2011,11,15,48,1009.3,1010.5,30.0,25.8,24.0,070,32,   ,0.0,   
43057,2011,11,16,48,1009.2,1010.4,30.0,22.8,18.9,052,32,004,0.0,   
43057,2011,11,17,48,1009.4,1010.6,29.3,23.2,19.8,055,34,004,0.0,   
43057,2011,11,18,48,1008.9,1010.1,28.4,21.8,17.4,049,32,004,0.0,   
43057,2011,11,19,48,1008.5,1009.7,29.4,23.0,19.6,056,32,006,0.0,   
43057,2011,11,20,48,1009.6,1010.8,30.0,23.2,19.6,054,32,010,0.0,   
43057,2011,11,21,48,1009.6,1010.8,30.4,24.0,20.8,057,34,004,0.0,   
43057,2011,11,22,48,1008.5,1009.7,30.0,23.2,19.6,054,32,010,0.0,   
43057,2011,11,23,48,1007.5,1008.7,29.4,21.4,16.7,046,34,002,0.0,   
43057,2011,11,24,48,1008.6,1009.8,29.0,22.4,18.9,084,34,002,0.0,   
43057,2011,11,26,48,1006.9,1008.1,30.0,24.0,21.0,054,32,004,0.0,   
43057,2011,11,27,48,1004.5,1005.7,30.6,26.2,24.3,069,00,000,0.0,   
43057,2011,11,28,48,1005.4,1006.6,30.4,25.8,23.8,068,11,002,0.0,   
43057,2011,11,29,48,1005.6,1006.8,30.4,27.0,25.6,076,00,000,0.0,   
43057,2011,11,30,48,1007.0,1008.2,29.4,26.4,25.1,078,29,004,0.0,   
43057,2011,12,1,12,1009.5,1010.7,25.8,25.2,24.9,095,00,000,0.0,   
43057,2011,12,2,12,1010.1,1011.3,25.0,24.6,24.4,096,00,000,0.0,   
43057,2011,12,3,12,1008.5,1009.7,24.4,20.0,17.3,065,00,000,0.0,   
43057,2011,12,4,12,1008.5,1009.7,24.4,22.6,21.7,085,11,002,0.0,   
43057,2011,12,5,12,1010.3,1011.5,24.4,23.6,23.2,093,00,000,0.0,   
43057,2011,12,6,12,1009.3,1010.5,23.4,22.8,22.5,095,00,000,0.0,   
43057,2011,12,7,12,1011.0,1012.2,24.0,23.2,22.8,093,00,000,0.0,   
43057,2011,12,8,12,1010.5,1011.7,23.6,20.6,18.9,075,11,004,0.0,   
43057,2011,12,9,12,1011.3,1012.5,24.0,23.4,23.1,095,00,000,0.0,   
43057,2011,12,10,12,1011.5,1012.7,24.2,20.6,18.5,071,00,000,0.0,   
43057,2011,12,11,12,1011.2,1012.4,22.0,19.0,17.1,074,02,002,0.0,   
43057,2011,12,12,12,1011.7,1012.9,23.0,21.4,20.5,086,00,000,0.0,   
43057,2011,12,13,12,1011.0,1012.4,25.0,20.6,18.0,065,07,006,0.0,   
43057,2011,12,14,12,1012.2,1013.4,25.0,21.6,19.8,073,07,006,0.0,   
43057,2011,12,15,12,1012.4,1013.6,23.4,21.8,21.0,086,07,040,0.0,   
43057,2011,12,16,12,1012.7,1013.9,23.4,19.8,17.6,070,07,004,0.0,   
43057,2011,12,17,12,1013.0,1014.2,23.6,21.0,19.6,078,07,004,0.0,   
43057,2011,12,18,12,1012.6,1013.8,23.0,22.2,21.8,093,09,006,0.0,   
43057,2011,12,19,12,1012.8,1014.0,23.2,21.6,20.8,086,07,004,0.0,   
43057,2011,12,20,12,1012.0,1013.2,23.6,22.0,21.2,086,09,006,0.0,   
43057,2011,12,21,12,1011.4,1012.6,23.0,21.6,20.9,088,07,004,0.0,   
43057,2011,12,22,12,1011.2,1012.4,22.8,21.4,20.7,088,07,004,0.0,   
43057,2011,12,23,12,1011.0,1012.2,21.0,19.6,18.8,087,00,000,0.0,   
43057,2011,12,24,12,1010.4,1011.6,21.4,20.2,19.5,089,11,002,0.0,   
43057,2011,12,25,12,1011.0,1012.2,20.4,18.0,16.4,078,02,002,0.0,   
43057,2011,12,26,12,1011.0,1012.2,21.0,20.0,19.4,091,07,004,0.0,   
43057,2011,12,27,12,1011.4,1012.6,19.0,15.6,13.0,068,07,002,0.0,   
43057,2011,12,28,12,1012.4,1013.6,18.4,14.6,11.5,064,02,002,0.0,   
43057,2011,12,29,12,1013.5,1014.7,19.0,16.4,14.5,075,00,000,0.0,   
43057,2011,12,30,12,1013.0,1014.2,20.6,18.6,17.4,082,07,004,0.0,   
43057,2011,12,31,12,1012.0,1013.2,20.4,18.6,17.5,083,11,002,0.0,   
43057,2011,12,1,48,1007.4,1009.6,29.4,27.2,26.3,083,32,004,0.0,   
43057,2011,12,2,48,1006.0,1007.2,28.6,24.2,22.1,068,34,008,0.0,   
43057,2011,12,3,48,1006.0,1007.2,29.0,28.1,17.7,051,29,004,0.0,   
43057,2011,12,4,48,1006.5,1007.7,29.2,23.2,20.1,058,32,004,0.0,   
43057,2011,12,5,48,1007.5,1008.7,28.8,26.0,24.8,079,32,002,0.0,   
43057,2011,12,6,48,1007.1,1008.3,28.6,25.6,24.3,078,32,010,0.0,   
43057,2011,12,7,48,1007.6,1008.8,28.4,24.2,22.2,069,29,004,0.0,   
43057,2011,12,8,48,1008.2,1009.4,29.4,22.8,19.3,055,32,004,0.0,   
43057,2011,12,9,48,1008.2,1009.4,29.0,21.6,17.3,049,32,006,0.0,   
43057,2011,12,10,48,1009.0,1010.2,29.0,24.8,22.9,070,34,002,0.0,   
43057,2011,12,11,48,1008.3,1009.5,27.0,20.0,15.6,050,29,006,0.0,   
43057,2011,12,12,48,1008.4,1009.6,28.4,22.2,18.8,056,29,004,0.0,   
43057,2011,12,13,48,1008.6,1009.8,30.2,21.4,16.1,043,00,000,0.0,   
43057,2011,12,14,48,1009.8,1011.0,28.4,24.2,22.2,069,34,004,0.0,   
43057,2011,12,15,48,1010.2,1011.4,28.4,21.8,18.1,054,32,002,0.0,   
43057,2011,12,16,48,1009.4,1010.6,29.4,20.8,15.5,043,32,006,0.0,   
43057,2011,12,17,48,1009.7,1010.9,28.2,23.0,20.3,062,32,006,0.0,   
43057,2011,12,18,48,1009.4,1010.6,28.0,23.2,20.8,065,32,010,0.0,   
43057,2011,12,19,48,1009.8,1011.0,28.4,23.6,21.2,065,32,006,0.0,   
43057,2011,12,20,48,1008.6,1009.8,28.0,22.0,18.7,057,29,004,0.0,   
43057,2011,12,21,48,1008.8,1010.0,28.0,22.2,19.0,058,32,006,0.0,   
43057,2011,12,22,48,1008.6,1009.8,27.4,21.4,18.0,056,29,006,0.0,   
43057,2011,12,24,48,1007.8,1009.0,27.4,23.2,21.1,069,34,004,0.0,   
43057,2011,12,25,48,1008.8,1010.0,27.6,22.8,20.3,065,34,006,0.0,   
43057,2011,12,26,48,1009.4,1010.6,26.4,20.6,17.1,057,34,004,0.0,   
43057,2011,12,27,48,1009.4,1010.6,25.8,18.0,12.3,043,34,006,0.0,   
43057,2011,12,28,48,1010.2,1011.4,26.0,20.6,17.4,059,34,006,0.0,   
43057,2011,12,29,48,1009.4,1010.6,26.0,19.8,15.9,054,34,006,0.0,   
43057,2011,12,30,48,1009.8,1011.0,26.4,20.6,17.1,057,34,006,0.0,   
43057,2011,12,31,48,1009.3,1010.5,26.0,19.8,15.9,054,34,006,0.0,   
43057,2012,1,1,12,1012.3,1013.5,22.0,14.6,9.5,045,34,004,0.0,006
43057,2012,1,2,12,1012.0,1013.2,20.0,16.2,13.9,068,00,000,0.0,012
43057,2012,1,3,12,1011.5,1012.7,21.0,20.4,20.1,094,11,022,0.0,006
43057,2012,1,4,12,1012.1,1013.3,20.4,20.0,19.8,097,00,000,0.0,006
43057,2012,1,5,12,1012.7,1013.9,20.0,18.0,16.7,081,00,000,0.0,008
43057,2012,1,6,12,1013.8,1015.0,20.4,19.8,19.5,094,00,000,0.0,006
43057,2012,1,7,12,1014.5,1015.7,19.4,18.8,18.4,094,00,000,0.0,008
43057,2012,1,8,12,1015.3,1016.5,18.4,16.2,14.6,079,00,000,0.0,006
43057,2012,1,9,12,1015.1,1016.3,17.2,12.0,8.0,055,00,000,0.0,006
43057,2012,1,10,12,1014.2,1015.4,19.0,14.8,12.1,064,02,004,0.0,006
43057,2012,1,11,12,1014.7,1015.9,21.2,15.2,11.3,053,05,004,0.0,008
43057,2012,1,12,12,1014.8,1016.0,20.8,15.2,11.6,055,07,006,0.0,006
43057,2012,1,13,12,1014.9,1016.1,20.8,15.2,11.6,055,07,006,0.0,006
43057,2012,1,14,12,1013.7,1014.9,20.8,15.2,11.6,055,07,006,0.0,006
43057,2012,1,15,12,1012.4,1013.6,20.0,18.0,16.7,081,11,006,0.0,006
43057,2012,1,16,12,1011.6,1012.8,19.4,18.4,17.8,090,09,004,0.0,006
43057,2012,1,17,12,1010.2,1011.4,20.0,19.4,19.0,094,07,002,0.0,006
43057,2012,1,18,12,1010.8,1012.0,22.0,18.6,16.4,071,00,000,0.0,012
43057,2012,1,19,12,1010.3,1011.5,20.8,18.4,16.9,078,11,012,0.0,008
43057,2012,1,20,12,1012.4,1013.6,19.4,16.2,14.3,072,02,006,0.0,006
43057,2012,1,21,12,1010.7,1011.9,19.6,17.2,15.8,079,05,008,0.0,011
43057,2012,1,22,12,1012.3,1013.5,21.8,20.6,19.9,089,11,002,0.0,006
43057,2012,1,23,12,1013.3,1014.5,19.6,18.6,18.0,090,00,000,0.0,008
43057,2012,1,24,12,1012.0,1013.2,21.0,18.2,16.4,075,02,004,0.0,008
43057,2012,1,25,12,1011.5,1012.7,21.4,18.6,16.8,075,00,000,0.0,008
43057,2012,1,26,12,1013.4,1014.6,21.0,19.8,19.1,089,00,000,0.0,006
43057,2012,1,27,12,1011.9,1013.1,20.0,16.2,13.9,068,00,000,0.0,010
43057,2012,1,28,12,1012.2,1013.4,20.2,17.0,14.8,071,00,000,0.0,010
43057,2012,1,29,12,1012.5,1013.7,18.6,10.8,4.0,038,02,008,0.0,010
43057,2012,1,30,12,1011.6,1012.8,18.8,17.2,16.1,084,00,000,0.0,006
43057,2012,1,31,12,1013.0,1014.2,20.0,19.6,19.4,096,00,000,0.0,006
43057,2012,1,1,24,1012.5,1013.7,26.4,18.0,13.1,044,02,004,0.0,   
43057,2012,1,2,24,1012.0,1013.2,27.0,19.8,16.0,051,00,000,0.0,   
43057,2012,1,3,24,1012.0,1013.2,28.6,20.8,16.8,049,00,000,0.0,   
43057,2012,1,4,24,1012.4,1013.6,27.4,20.6,17.1,053,00,000,0.0,   
43057,2012,1,5,24,1013.4,1014.6,27.4,19.4,15.0,047,34,004,0.0,   
43057,2012,1,6,24,1014.4,1015.6,29.2,20.8,16.4,046,32,006,0.0,   
43057,2012,1,7,24,1015.4,1016.6,27.0,21.0,18.0,058,32,006,0.0,   
43057,2012,1,8,24,1016.2,1017.4,27.0,19.2,14.9,047,11,004,0.0,   
43057,2012,1,9,24,1015.3,1016.5,25.2,16.0,10.0,038,00,000,0.0,   
