INDEX,YEAR,MN,HR,DT,SLP,MSLP,DBT,WBT,DPT,RH,VP,DD,FFF,AW,VV,Cl,A,Cm,A,Ch,A,Dl,Dm,Dh,TC,h,c,a,Ht,RF,EVP,DW,P,H,WAT,
43057,2012,05,48,07,1005.1,1006.3,30.4,26.2,24.4,070,30.5,29,008,06,97,1,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,024,  , , ,360,
43057,2012,05,48,08,1005.1,1006.3,30.2,27.4,26.3,080,34.2,34,006,07,96,1,1,0,0,1,1,9,0,9,2,5, , ,  ,0.0,026,  , , ,364,
43057,2012,05,48,09,1006.0,1007.2,30.2,26.8,25.4,076,32.4,29,008,07,96,1,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,022,  , , ,366,
43057,2012,05,48,10,1006.8,1008.0,30.2,28.0,27.2,084,36.1,29,010,04,96,4,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,028,  , , ,374,
43057,2012,05,48,11,1004.3,1005.5,30.4,27.0,25.6,076,32.8,32,014,09,96,8,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,028,  , , ,376,
43057,2012,05,48,12,1004.5,1005.7,30.4,27.0,25.6,076,32.8,32,010,06,96,8,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,030,  , , ,374,
43057,2012,05,48,13,1004.9,1006.1,31.0,26.4,24.4,068,30.5,32,010,06,97,8,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,026,  , , ,374,
43057,2012,05,48,14,1005.8,1007.0,31.0,26.2,24.1,067,30.0,29,006,07,97,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,   ,  , , ,   ,
43057,2012,05,48,15,1006.0,1007.2,31.0,27.6,26.3,076,34.2,29,008,07,97,1,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,020,  , , ,360,
43057,2012,05,48,16,1005.0,1006.2,31.4,26.8,24.9,068,31.5,29,008,07,97,1,2,3,1,1,1,9,9,9,4,5, , ,  ,0.0,022,  , , ,366,
43057,2012,05,48,17,1005.0,1006.2,31.4,27.0,25.2,070,32.1,29,008,07,97,1,1,0,0,1,1,9,0,9,2,5, , ,  ,0.0,024,  , , ,366,
43057,2012,05,48,18,1004.8,1006.0,31.4,27.2,25.5,071,32.6,34,008,07,97,0,0,0,0,0,0,0,0,0,0,9, , ,  ,0.0,024,  , , ,364,
43057,2012,05,48,19,1006.5,1007.7,31.0,26.6,24.7,069,31.1,34,006,07,97,0,0,0,0,1,2,0,0,9,2,9, , ,  ,0.0,020,  , , ,370,
43057,2012,05,48,20,1004.8,1006.0,31.0,28.0,26.8,079,35.2,29,010,07,97,4,3,3,2,1,1,9,9,9,6,5, , ,  ,0.0,024,  , , ,358,
43057,2012,05,48,21,1005.4,1006.6,31.4,27.4,25.8,072,33.2,29,008,07,97,4,3,3,2,1,1,9,9,9,6,5, , ,  ,0.0,020,  , , ,372,
43057,2012,05,48,22,1005.5,1006.7,32.0,27.0,24.9,066,31.5,29,010,07,96,1,2,3,1,1,1,9,9,9,4,5, , ,  ,0.0,026,  , , ,374,
43057,2012,05,48,23,1005.1,1006.3,31.4,26.8,24.9,068,31.5,32,010,06,96,4,1,0,0,0,0,9,0,0,1,5, , ,  ,0.0,020,  , , ,370,
43057,2012,05,48,24,1004.4,1009.6,30.8,26.8,25.1,072,31.9,34,008,07,96,5,2,0,0,1,1,9,0,9,3,5, , ,  ,0.0,026,  , , ,370,
43057,2012,05,48,25,1004.5,1005.8,31.4,27.0,25.2,070,32.1,29,006,07,96,5,2,0,0,0,0,9,0,0,2,5, , ,  ,0.0,020,  , , ,370,
43057,2012,05,48,26,1005.0,1006.2,31.0,26.8,25.1,071,31.9,29,012,05,96,2,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,034,  , , ,370,
43057,2012,05,48,27,1004.7,1005.9,31.0,26.4,24.4,068,30.5,29,010,04,96,2,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,020,  , , ,368,
43057,2012,05,48,28,1004.6,1005.8,31.8,27.4,25.6,070,32.8,29,010,07,96,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,020,  , , ,364,
43057,2012,05,48,29,1005.1,1006.3,32.0,26.8,24.6,065,30.9,29,008,07,96,2,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,020,  , , ,372,
43057,2012,05,48,30,1003.7,1004.9,32.0,27.2,25.2,068,32.1,29,010,07,96,4,2,0,0,1,3,9,0,9,5,5, , ,  ,0.0,020,  , , ,376,
43057,2012,05,48,31,1002.5,1003.7,32.4,27.0,24.7,064,31.1,27,010,08,96,8,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,028,  , , ,376,
43057,2012,06,12,01,1005.8,1007.0,35.2,28.4,25.9,059,33.4,23,006,04,95,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,018,  , , ,290,
43057,2012,06,12,02,1006.0,1007.2,29.8,28.8,28.4,092,38.7,25,006,02,95,8,3,3,1,0,0,9,0,0,4,5, , ,  ,0.1,017,  , , ,294,
43057,2012,06,12,03,1005.0,1006.2,30.6,27.8,26.7,080,35.0,00,000,04,95,4,2,0,0,0,0,9,0,0,2,5, , ,  ,0.0,028,  , , ,287,
43057,2012,06,12,04,1003.7,1004.9,29.4,27.8,27.2,088,36.1,00,000,02,95,2,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,018,  , , ,290,
43057,2012,06,12,06,1002.2,1003.4,29.4,28.6,28.3,094,38.5,00,000,01,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.9,019,  , , ,290,
43057,2012,06,12,07,1003.5,1004.7,29.4,27.0,26.0,082,33.6,16,006,03,95,5,2,3,3,0,0,0,9,0,5,5, , ,  ,0.0,006,  , , ,275,
43057,2012,06,12,08,1005.7,1006.9,26.4,26.2,26.1,098,33.8,00,000,01,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,1.2,024,  , , ,280,
43057,2012,06,12,09,1006.8,1008.0,30.6,28.0,27.0,081,35.7,00,000,03,96,3,2,7,3,0,0,9,9,0,5,4, , ,  ,0.0,006,  , , ,284,
43057,2012,06,12,10,1006.7,1007.4,30.0,27.4,26.4,081,34.4,00,000,05,95,4,4,0,0,0,0,9,0,0,4,4, , ,  ,0.0,020,  , , ,290,
43057,2012,06,12,11,1002.7,1003.9,28.6,27.0,26.4,088,34.4,00,000,04,95,4,2,3,2,0,0,9,9,0,4,5, , ,  ,3.9,009,  , , ,270,
43057,2012,06,12,12,1000.0,1001.2,30.0,26.8,25.5,077,32.6,11,002,04,96,1,1,0,0,1,4,9,0,9,5,5, , ,  ,0.0,008,  , , ,270,
43057,2012,06,12,13,1002.0,1003.2,28.8,26.6,25.7,083,33.0,16,004,06,95,2,2,7,2,1,1,9,9,9,5,5, , ,  ,1.5,001,  , , ,264,
43057,2012,06,12,14,1003.9,1005.1,29.6,27.2,26.2,082,34.0,14,010,05,96,1,1,0,0,1,1,9,0,9,2,5, , ,  ,0.0,016,  , , ,280,
43057,2012,06,12,15,1004.6,1005.8,29.4,28.0,27.5,089,36.7,16,006,04,95,2,2,0,0,1,2,9,0,9,4,5, , ,  ,0.0,020,  , , ,280,
43057,2012,06,12,16,1003.5,1004.7,27.4,26.8,26.6,095,34.8,16,006,04,96,8,4,7,4,0,0,9,9,0,8,5, , ,  ,3.3,010,  , , ,270,
43057,2012,06,12,17,1001.8,1003.0,28.4,27.4,27.0,092,35.7,25,008,07,96,8,4,7,2,2,1,9,9,9,7,5, , ,  ,10.9,007,  , , ,280,
43057,2012,06,12,18,1002.9,1004.1,29.4,27.6,26.9,087,35.4,27,010,07,95,5,2,7,5,0,0,9,9,0,7,5, , ,  ,6.0,020,  , , ,280,
43057,2012,06,12,19,1004.7,1005.9,30.0,28.0,27.2,085,36.1,25,008,10,95,8,3,7,2,1,2,9,9,9,7,5, , ,  ,0.0,008,  , , ,284,
43057,2012,06,12,20,1004.6,1005.8,29.4,27.6,26.9,087,35.4,27,010,09,95,3,2,7,4,0,0,9,9,0,6,5, , ,  ,0.0,020,  , , ,284,
43057,2012,06,12,21,1004.4,1005.6,30.0,27.4,26.4,081,34.4,29,010,08,96,4,3,3,2,1,1,9,9,9,6,5, , ,  ,0.0,000,  , , ,284,
43057,2012,06,12,22,1005.1,1006.3,29.6,27.6,26.8,085,35.2,27,010,02,96,3,2,7,2,0,0,9,9,0,4,5, , ,  ,1.8,010,  , , ,284,
43057,2012,06,12,23,1004.3,1005.5,30.0,27.6,26.4,081,34.4,00,000,04,95,2,2,3,1,0,0,9,9,0,1,5, , ,  ,0.5,015,  , , ,284,
43057,2012,06,12,24,1002.1,1003.3,29.0,27.2,26.2,085,34.0,25,012,07,95,3,2,7,3,0,0,9,9,0,5,5, , ,  ,44.0,020,  , , ,280,
43057,2012,06,12,25,1004.3,1005.5,29.8,27.8,26.7,084,35.0,25,006,  ,95,3,2,7,2,1,1,9,9,9,5,5, , ,  ,1.2,004,  , , ,280,
43057,2012,06,12,26,1005.6,1006.8,29.4,27.4,26.6,085,34.8,25,006,06,96,8,3,7,2,1,1,9,9,9,6,5, , ,  ,0.6,000,  , , ,284,
43057,2012,06,12,27,1005.5,1006.7,26.2,25.6,25.3,096,32.2,25,006,05,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,8.4,014,  , , ,278,
43057,2012,06,12,28,1004.4,1005.6,27.4,26.4,26.0,092,33.5,25,006,06,96,6,4,7,2,1,1,9,9,9,7,5, , ,  ,19.0,004,  , , ,274,
43057,2012,06,12,29,1005.0,1006.2,27.0,25.6,25.0,089,31.6,14,004,03,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,004,  , , ,260,
43057,2012,06,12,30,1003.0,1004.1,28.0,27.0,26.3,091,34.2,14,006,04,95,3,2,3,1,1,1,9,9,9,4,5, , ,  ,0.3,005,  , , ,270,
43057,2012,06,24,01,1005.7,1006.9,35.0,28.2,25.5,058,32.6,23,006,  ,96,4,1,3,1,0,0,9,9,0,2,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,02,1006.2,1007.4,34.4,29.8,28.2,070,38.2,25,004,  ,96,2,2,3,2,0,0,9,9,0,4,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,04,1003.8,1005.0,34.0,29.0,27.1,067,35.9,23,006,  ,96,2,2,3,1,0,0,9,9,0,3,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,05,1003.2,1004.4,30.6,24.6,21.7,059,25.9,27,008,  ,95,2,2,3,4,0,0,9,9,0,6,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,06,1002.8,1004.0,29.4,28.2,27.8,091,37.4,16,008,  ,95,8,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,07,1003.7,1004.9,33.6,28.2,26.1,065,33.8,99,004,  ,95,2,2,3,3,0,0,9,9,0,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,08,1006.1,1007.3,28.0,27.0,26.6,092,34.8,00,000,  ,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,2.1,   ,  , , ,   ,
43057,2012,06,24,09,1006.5,1007.7,33.8,28.8,26.9,067,35.5,00,000,  ,96,3,2,7,2,0,0,9,9,0,4,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,10,1006.3,1007.5,30.2,27.6,26.6,080,34.8,00,000,  ,95,3,3,3,3,0,0,9,9,0,6,4, , ,  ,1.0,   ,  , , ,   ,
43057,2012,06,24,11,1001.9,1003.1,30.4,26.6,25.0,073,31.7,00,000,  ,96,4,2,0,0,1,1,9,0,9,3,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,12,1000.0,1001.2,32.0,27.2,25.2,068,32.1,16,004,  ,97,8,2,7,3,1,2,9,9,9,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,13,1002.6,1003.8,30.0,26.6,25.2,075,32.1,16,006,  ,96,2,2,7,1,1,1,9,9,9,4,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,14,1003.9,1005.1,32.4,27.8,26.0,069,33.6,16,008,  ,96,2,2,0,0,0,0,9,0,0,2,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,15,1004.7,1005.9,31.4,27.6,26.1,074,33.8,16,006,  ,95,2,2,0,0,1,1,9,0,9,3,5, , ,  ,0.6,   ,  , , ,   ,
43057,2012,06,24,16,1003.5,1004.7,31.0,28.0,26.8,079,35.2,25,010,  ,96,4,3,7,3,1,1,9,9,9,7,5, , ,  ,0.8,   ,  , , ,   ,
43057,2012,06,24,17,1001.9,1003.1,27.4,26.4,26.0,092,33.6,25,014,  ,96,9,2,7,4,2,1,9,9,9,7,5, , ,  ,10.8,   ,  , , ,   ,
43057,2012,06,24,18,1003.4,1004.6,31.0,28.6,27.7,083,37.1,25,006,  ,95,3,2,7,5,0,0,9,9,0,7,4, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,19,1005.1,1006.3,32.0,28.8,27.6,078,36.9,29,010,  ,96,1,2,3,1,1,1,9,9,9,4,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,20,1004.8,1006.0,32.0,27.6,25.8,070,33.2,27,006,  ,96,3,2,7,3,0,0,9,9,0,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,21,1004.7,1005.9,32.4,28.0,26.3,070,34.2,29,010,  ,96,4,3,3,2,1,1,9,9,9,6,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,22,1005.2,1006.4,33.0,28.8,26.9,070,35.4,27,010,  ,95,3,2,7,2,0,0,9,9,0,4,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,23,1004.1,1005.3,33.6,28.0,25.5,063,32.6,00,000,  ,96,2,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,24,1002.2,1003.4,29.4,27.0,25.7,081,33.0,25,010,  ,95,3,2,7,4,0,0,9,9,0,6,5, , ,  ,0.4,   ,  , , ,   ,
43057,2012,06,24,25,1004.7,1005.9,32.0,28.8,27.3,076,36.3,25,006,  ,96,3,2,7,3,0,0,9,9,0,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,26,1005.9,1007.1,31.0,28.2,27.1,080,35.9,25,012,  ,96,4,3,3,1,1,1,9,9,9,5,5, , ,  ,0.5,   ,  , , ,   ,
43057,2012,06,24,27,1005.5,1006.7,30.4,27.6,26.5,080,34.6,25,010,  ,95,3,2,7,3,1,1,9,9,9,6,5, , ,  ,0.2,   ,  , , ,   ,
43057,2012,06,24,28,1005.4,1006.6,25.0,24.0,23.5,092,28.9,34,004,  ,95,7,4,2,4,0,0,9,9,0,8,4, , ,  ,25.6,   ,  , , ,   ,
43057,2012,06,24,29,1004.5,1005.7,29.0,26.6,25.3,081,32.2,00,000,  ,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,24,30,1003.5,1004.7,30.4,28.0,26.8,081,35.2,16,006,  ,95,3,2,7,3,0,0,9,9,0,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,06,48,01,1002.9,1004.1,33.0,27.4,25.1,063,31.9,25,008,07,96,8,3,0,0,0,0,9,0,0,3,5, , ,  ,0.0,028,  , , ,382,
43057,2012,06,48,02,1002.9,1004.1,32.8,28.0,26.1,068,33.8,25,006,07,96,2,2,3,1,0,0,9,9,0,0,5, , ,  ,0.1,020,  , , ,376,
43057,2012,06,48,03,1002.3,1003.5,33.0,28.6,26.9,070,35.4,25,008,06,96,2,2,3,1,0,0,9,9,0,0,5, , ,  ,0.0,024,  , , ,372,
43057,2012,06,48,04,1001.2,1002.4,33.0,27.8,25.7,066,33.0,29,008,05,96,2,1,0,0,2,5,9,0,9,6,5, , ,  ,0.0,020,  , , ,378,
43057,2012,06,48,05,1000.6,1001.8,32.4,28.6,27.2,074,36.1,29,010,06,95,2,2,2,4,0,0,9,9,0,6,5, , ,  ,0.0,020,  , , ,345,
43057,2012,06,48,06,1001.1,1002.3,29.8,28.2,27.6,088,36.9,16,006,05,95,8,2,3,5,0,0,9,9,0,7,5, , ,  ,0.0,014,  , , ,294,
43057,2012,06,48,07,1002.2,1003.4,31.4,26.2,23.9,065,29.7,99,005,07,95,3,2,7,5,0,0,9,0,0,7,5, , ,  ,0.0,020,  , , ,368,
43057,2012,06,48,08,1004.0,1005.2,31.4,26.8,24.9,068,31.5,23,010,03,95,3,2,7,5,0,0,9,9,0,7,5, , ,  ,2.1,021,  , , ,340,
43057,2012,06,48,09,1004.9,1006.1,33.4,28.8,27.1,070,35.0,25,012,11,95,3,2,3,2,1,2,9,9,0,6,5, , ,  ,0.0,016,  , , ,368,
43057,2012,06,48,10,1003.5,1004.7,27.0,26.8,26.7,098,35.0,23,010,04,95,3,2,7,5,0,0,9,9,0,7,4, , ,  ,6.4,018,  , , ,306,
43057,2012,06,48,11,999.5,1000.7,30.4,27.2,25.9,077,33.4,11,008,08,96,1,2,0,0,1,3,9,0,9,5,5, , ,  ,0.0,020,  , , ,344,
43057,2012,06,48,12,998.1,999.3,30.2,27.6,26.6,081,34.8,16,006,06,96,8,2,3,3,0,0,9,9,0,5,5, , ,  ,0.0,020,  , , ,308,
43057,2012,06,48,13,1000.7,1001.9,30.4,26.2,24.4,070,30.5,99,005,06,97,1,2,0,0,1,1,9,0,9,3,5, , ,  ,0.0,020,  , , ,348,
43057,2012,06,48,14,1001.7,1002.9,31.2,28.0,26.8,077,35.2,00,000,07,96,2,1,3,1,1,1,9,9,9,3,5, , ,  ,0.0,020,  , , ,358,
43057,2012,06,48,15,1002.6,1003.8,31.2,27.8,26.5,076,34.6,25,010,05,95,3,3,3,2,0,0,9,9,0,5,5, , ,  ,0.6,014,  , , ,332,
43057,2012,06,48,16,1001.0,1002.2,29.4,28.4,28.0,092,37.8,25,010,07,96,7,3,2,3,2,1,9,9,9,7,5, , ,  ,2.2,007,  , , ,348,
43057,2012,06,48,17,996.7,997.9,25.4,24.4,23.9,092,29.7,29,014,11,95,7,4,2,4,0,0,9,9,0,8,5, , ,  ,31.0,005,  , , ,268,
43057,2012,06,48,18,1001.5,1002.7,30.4,28.0,27.1,083,35.9,29,008,09,96,8,3,3,2,1,2,9,9,9,7,5, , ,  ,0.0,014,  , , ,338,
43057,2012,06,48,19,1003.2,1004.4,31.4,28.0,26.7,076,35.0,25,008,10,96,4,3,3,2,1,1,9,9,9,6,5, , ,  ,0.0,016,  , , ,358,
43057,2012,06,48,20,1003.4,1004.6,31.4,27.4,25.8,072,33.2,25,008,09,96,4,3,3,1,1,1,9,9,9,5,5, , ,  ,0.0,020,  , , ,360,
43057,2012,06,48,21,1003.3,1004.5,32.4,28.0,26.3,070,34.2,29,006,08,96,3,2,7,3,1,1,9,9,9,5,5, , ,  ,0.0,020,  , , ,364,
43057,2012,06,48,22,1003.9,1005.1,31.8,27.8,26.2,073,34.0,25,010,14,96,3,3,3,2,0,0,5,9,0,5,5, , ,  ,0.0,020,  , , ,368,
43057,2012,06,48,23,1001.8,1003.0,32.4,27.8,25.7,068,33.0,25,008,13,96,3,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,020,  , , ,366,
43057,2012,06,48,24,1000.7,1001.9,30.4,28.2,27.1,083,35.9,25,018,  ,95,3,2,7,3,1,1,9,9,9,6,5, , ,  ,0.0,019,  , , ,326,
43057,2012,06,48,25,1003.5,1004.7,32.4,28.6,27.2,074,36.1,25,008,  ,96,4,3,3,2,1,1,9,9,9,6,5, , ,  ,0.0,014,  , , ,368,
43057,2012,06,48,26,1004.0,1005.2,30.8,27.6,26.3,077,34.2,25,010,08,95,4,3,3,1,0,0,9,9,0,4,5, , ,  ,0.6,014,  , , ,262,
43057,2012,06,48,27,1003.7,1004.9,30.0,27.4,26.4,081,34.4,25,006,06,96,8,3,7,3,1,1,9,9,9,7,5, , ,  ,1.6,016,  , , ,354,
43057,2012,06,48,28,1002.8,1004.0,27.0,25.4,24.7,087,31.1,00,000,03,96,4,3,7,2,1,2,9,9,9,7,5, , ,  ,28.0,004,  , , ,296,
43057,2012,06,48,29,1002.3,1003.5,29.0,26.6,25.6,082,32.8,25,012,04,96,8,3,3,3,0,0,9,9,0,6,5, , ,  ,0.1,018,  , , ,316,
43057,2012,06,48,30,1000.1,1001.3,30.0,27.4,26.4,081,34.4,99,004,02,97,8,3,7,2,1,1,9,9,9,6,5, , ,  ,1.0,010,  , , ,342,
43057,2012,07,12,01,1000.1,1001.3,26.8,25.8,25.4,092,32.4,14,004,04,96,1,1,0,0,1,5,9,0,9,6,5, , ,  ,0.0,007,  , , ,264,
43057,2012,07,12,02,998.7,999.9,29.0,27.2,26.5,086,34.6,16,006,02,95,2,2,7,4,0,0,9,9,0,6,5, , ,  ,0.0,016,  , , ,276,
43057,2012,07,12,03,997.5,998.7,27.4,26.4,26.0,092,33.6,00,000,05,97,6,4,7,2,1,1,9,9,9,7,5, , ,  ,6.6,024,  , , ,276,
43057,2012,07,12,04,997.5,998.7,25.4,24.6,24.2,093,30.2,27,014,05,96,5,3,2,5, , ,9,9,0,8,5, , ,  ,42.8,008,  , , ,264,
43057,2012,07,12,05,1001.2,1002.4,26.0,25.4,25.1,095,31.9,25,010,06,96,7,4,2,4,0,0,9,9,9,0,8, , ,  ,25.1,005,  , , ,262,
43057,2012,07,12,06,1002.5,1003.7,28.8,27.6,27.1,091,35.9,25,010,05,96,3,2,7,4,0,0,9,9,0,6,5, , ,  ,15.0,006,  , , ,276,
43057,2012,07,12,07,1001.6,1002.8,29.0,27.4,26.7,088,35.0,25,010,07,95,3,2,7,4,0,0,9,9,0,6,5, , ,  ,0.0,004,  , , ,278,
43057,2012,07,12,08,1000.6,1001.8,29.0,27.4,26.8,088,35.2,25,010,04,95,3,2,7,3,0,0,9,9,0,5,5, , ,  ,0.0,014,  , , ,280,
43057,2012,07,12,09,1001.5,1002.7,28.6,27.2,26.6,090,34.8,25,010,07,95,5,2,7,4,0,0,9,9,0,6,5, , ,  ,2.2,002,  , , ,274,
43057,2012,07,12,10,1001.6,1002.8,27.4,26.2,25.7,090,33.0,25,006,02,95,8,4,7,4, , ,9,9, ,8,5, , ,  ,13.2,032,  , , ,274,
43057,2012,07,12,11,1002.4,1003.6,26.4,25.6,25.3,093,32.2,25,006,06,95,7,5,2,5, , ,9,9, ,8,4, , ,  ,8.6,008,  , , ,268,
43057,2012,07,12,12,1003.6,1004.8,28.2,26.6,25.9,087,33.4,25,006,06,96,5,3,7,2,2,2,9,9,9,7,5, , ,  ,11.4,014,  , , ,274,
43057,2012,07,12,13,1005.1,1006.3,28.0,26.2,25.4,086,32.4,25,006,06,96,3,2,7,3,0,0,9,9,0,5,4, , ,  ,5.6,008,  , , ,268,
43057,2012,07,12,15,1004.0,1005.2,28.4,26.2,25.3,083,32.2,27,004,06,95,3,2,7,3,0,0,9,9,0,5,4, , ,  ,4.4,014,  , , ,274,
43057,2012,07,12,16,1005.1,1006.3,28.4,26.8,26.2,088,34.0,27,004,07,95,7,4,2,4,0,0,9,9,0,8,4, , ,  ,1.2,008,  , , ,274,
43057,2012,07,12,17,1006.1,1007.3,27.4,26.6,26.3,094,34.2,25,002,03,96,8,3,7,3,1,1,9,9,9,7,5, , ,  ,8.0,020,  , , ,274,
43057,2012,07,12,18,1006.1,1007.3,25.0,24.4,24.1,095,30.0,25,008,08,95,7,4,2,4,0,0,9,9,0,8,4, , ,  ,10.0,330,  , , ,264,
43057,2012,07,12,19,1004.1,1005.3,27.4,26.2,25.7,090,33.0,29,010,11,95,5,4,7,2,1,1,9,9,9,7,5, , ,  ,8.1,011,  , , ,264,
43057,2012,07,12,21,1003.5,1004.7,28.8,27.4,26.9,089,35.4,25,010,10,95,5,2,7,5,0,0,9,9,0,7,4, , ,  ,1.3,021,  , , ,278,
43057,2012,07,12,22,1004.0,1005.2,28.8,27.4,26.9,089,35.4,29,008,09,96,5,2,7,3,1,2,9,9,9,7,5, , ,  ,0.2,026,  , , ,278,
43057,2012,07,12,23,1002.6,1003.8,28.4,26.8,26.1,087,33.8,27,010,07,95,3,2,7,5,0,0,9,9,0,7,4, , ,  ,1.2,007,  , , ,274,
43057,2012,07,12,24,1001.6,1002.8,28.4,27.0,26.4,089,34.4,25,008,09,96,8,3,7,3,1,1,9,9,9,7,5, , ,  ,0.8,014,  , , ,274,
43057,2012,07,12,25,1003.7,1004.9,28.4,27.2,26.7,091,35.0,25,010,09,95,3,2,7,4,0,0,9,9,0,6,4, , ,  ,3.0,010,  , , ,274,
43057,2012,07,12,26,1004.1,1005.3,27.4,26.4,26.0,092,33.6,25,006,08,96,7,4,2,4,0,0,9,9,0,8,5, , ,  ,1.9,013,  , , ,272,
43057,2012,07,12,27,1002.7,1003.9,28.0,26.6,26.0,089,33.6,27,018,10,95,5,2,7,5,0,0,9,9,0,7,4, , ,  ,0.2,010,  , , ,272,
43057,2012,07,12,28,1003.7,1004.9,26.4,25.8,25.5,095,32.6,29,010,08,95,7,4,2,4,0,0,9,9,0,8,4, , ,  ,4.8,020,  , , ,272,
43057,2012,07,12,29,1004.4,1005.6,25.4,24.8,24.5,095,30.7,25,006,07,96,7,3,2,2,1,2,9,9,9,7,5, , ,  ,7.7,023,  , , ,266,
43057,2012,07,12,30,1004.8,1006.0,28.2,26.8,26.2,089,34.0,32,010,08,95,3,2,7,2,0,0,9,9,0,4,4, , ,  ,3.2,011,  , , ,264,
43057,2012,07,12,31,1004.1,1005.3,26.8,26.0,25.7,093,33.0,27,016,12,96,7,4,2,4,0,0,9,9,0,8,5, , ,  ,7.3,003,  , , ,266,
43057,2012,07,24,01,1000.9,1002.1,29.4,26.6,25.4,079,32.4,14,004,  ,97,2,3,3,1,1,3,9,9,9,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,07,24,02,999.1,1000.3,31.2,27.2,25.6,072,32.8,16,006,  ,95,3,2,7,3,0,0,9,9,0,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,07,24,03,997.9,999.1,31.0,27.4,26.0,075,33.6,29,004,  ,97,6,3,7,3,1,1,9,9,9,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,07,24,04,998.6,999.8,26.6,25.8,25.5,093,32.6,29,006,  ,96,7,4,2,4,0,0,9,9,0,8,5, , ,  ,1.3,   ,  , , ,   ,
43057,2012,07,24,05,1001.9,1003.1,26.8,26.0,25.7,093,33.0,25,010,  ,96,7,4,2,4,0,0,9,9,0,8,5, , ,  ,0.6,   ,  , , ,   ,
43057,2012,07,24,06,1002.7,1003.9,30.4,28.0,27.1,083,35.9,25,010,  ,96,3,2,7,4,0,0,9,9,0,6,5, , ,  ,0.2,   ,  , , ,   ,
43057,2012,07,24,07,1002.1,1003.3,31.4,28.6,27.6,080,36.9,25,010,  ,95,3,2,7,4,0,0,9,9,0,6,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,07,24,08,1001.9,1003.1,31.0,27.4,26.0,074,33.6,25,010,  ,95,3,2,7,2,1,1,9,9,9,5,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,07,24,09,1002.2,1003.4,30.4,27.6,26.5,080,34.6,25,010,  ,95,5,2,7,4,0,0,9,9,0,6,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,07,24,10,1001.9,1003.1,30.8,27.8,26.6,079,34.8,99,005,  ,95,4,3,7,2,1,2,9,9,9,7,5, , ,  ,0.0,   ,  , , ,   ,
43057,2012,07,24,11,1003.1,1004.3,29.4,27.6,26.9,087,35.4,25,006,  ,95,3,2,7,4,0,0,9,9,0,6,4, , ,  ,0.2,   ,  , , ,   ,
